2014-12-18 00:59:38,752 미세 reef.runtime.common.Launcher.main main | Launcher started with user name [puppybit]
2014-12-18 00:59:49,203 보다 미세 reef.wake.remote.impl.OrderedPullEventHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | org.apache.reef.wake.remote.impl.OrderedEventStream@38f7b4fc
2014-12-18 00:59:49,203 보다 미세 reef.wake.remote.impl.HandlerContainer.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | RemoteManager: REEF_LAUNCHER value: RemoteEvent localAddr=/192.168.0.11:18472 remoteAddr=/192.168.0.11:52571 sourceName= sinkName=default seq=5 event=[B@198d1e52
2014-12-18 00:59:49,204 보다 미세 reef.wake.remote.impl.HandlerContainer.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Message handler: class org.apache.reef.proto.EvaluatorRuntimeProtocol$EvaluatorHeartbeatProto
2014-12-18 00:59:49,204 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartbeatHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | TIME: Begin Heartbeat Node-3-1418831981624
2014-12-18 00:59:49,204 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartbeatHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Heartbeat from Evaluator Node-3-1418831981624 with state RUNNING timestamp 1,418,831,988,989 from remoteId socket://192.168.0.11:52571
2014-12-18 00:59:49,204 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onEvaluatorHeartbeatMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Evaluator heartbeat: timestamp: 1418831988989
evaluator_status {
  evaluator_id: "Node-3-1418831981624"
  state: RUNNING
}
context_status {
  context_state: READY
  context_id: "DataLoadContext-1"
}
context_status {
  context_state: DONE
  context_id: "GroupCommunicationContext-2"
  parent_id: "DataLoadContext-1"
}

2014-12-18 00:59:49,205 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartBeatSanityChecker.check org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | TIMESTAMP CHECKER: id [ Node-3-1418831981624 ], old timestamp [ 1418831988837 ], new timestamp [ 1418831988989 ]
2014-12-18 00:59:49,205 보다 미세 reef.runtime.common.driver.context.ContextRepresenters.onContextStatusMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Processing context status message for context DataLoadContext-1
2014-12-18 00:59:49,206 보다 미세 reef.runtime.common.driver.context.ContextRepresenters.onContextStatusMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Done processing context status message for context DataLoadContext-1
2014-12-18 00:59:49,206 보다 미세 reef.runtime.common.driver.context.ContextRepresenters.onContextStatusMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Processing context status message for context GroupCommunicationContext-2
2014-12-18 00:59:49,206 미세 reef.runtime.common.driver.context.ContextRepresenters.onContextDone org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Context GroupCommunicationContext-2 is DONE.
2014-12-18 00:59:49,208 정보 reef.runtime.common.driver.defaults.DefaultContextClosureHandler.onNext Node-3-1418831981624-pool-19-thread-1 | Received ClosedContext: ClosedContext{contextID='GroupCommunicationContext-2'}
2014-12-18 00:59:49,208 정보 reef.runtime.common.driver.defaults.DefaultContextClosureHandler.onNext Node-3-1418831981624-pool-19-thread-1 | Closing parent context: DataLoadContext-1
2014-12-18 00:59:49,208 가장 미세 reef.runtime.common.driver.context.EvaluatorContext.close Node-3-1418831981624-pool-19-thread-1 | Submit close context: RunningEvaluator id[Node-3-1418831981624] for context id[DataLoadContext-1]
2014-12-18 00:59:49,209 미세 reef.wake.remote.impl.ProxyEventHandler.onNext Node-3-1418831981624-pool-19-thread-1 | remoteid: /192.168.0.11:52571
timestamp: 1418831989208
identifier: "Node-3-1418831981624"
context_control {
  remove_context {
    context_id: "DataLoadContext-1"
  }
}

2014-12-18 00:59:49,209 가장 미세 reef.wake.remote.impl.RemoteSenderEventHandler.onNext Node-3-1418831981624-pool-19-thread-1 | Send an event from /192.168.0.11:18472 to /192.168.0.11:52571 value RemoteEvent localAddr=/192.168.0.11:18472 remoteAddr=/192.168.0.11:52571 sourceName= sinkName=default seq=3 event=timestamp: 1418831989208
identifier: "Node-3-1418831981624"
context_control {
  remove_context {
    context_id: "DataLoadContext-1"
  }
}

2014-12-18 00:59:49,209 가장 미세 reef.wake.remote.transport.netty.NettyLink.write Node-3-1418831981624-pool-19-thread-1 | write [id: 0x0cec00a1, /192.168.0.11:52571 => /192.168.0.11:18472] [B@2a086af
2014-12-18 00:59:49,210 보다 미세 reef.runtime.common.driver.context.ContextRepresenters.onContextStatusMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Done processing context status message for context GroupCommunicationContext-2
2014-12-18 00:59:49,210 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onEvaluatorHeartbeatMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | DONE with evaluator heartbeat from Evaluator Node-3-1418831981624
2014-12-18 00:59:49,210 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartbeatHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | TIME: End Heartbeat Node-3-1418831981624
2014-12-18 00:59:49,210 보다 미세 reef.wake.remote.impl.OrderedEventStream.consume org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Event is null
2014-12-18 00:59:49,292 가장 미세 reef.wake.remote.transport.netty.AbstractNettyEventListener.channelRead org.apache.reef.wake.remote.transport.netty.NettyMessagingTransportServerWorker-pool-4-thread-2 | MessageEvent: local: /192.168.0.11:18472 remote: /192.168.0.11:52570 :: [B@78ea4c81
2014-12-18 00:59:49,293 가장 미세 reef.wake.remote.impl.OrderedRemoteReceiverStage.onNext org.apache.reef.wake.remote.transport.netty.NettyMessagingTransportServerWorker-pool-4-thread-2 | org.apache.reef.wake.remote.impl.TransportEvent@5e44e72b
2014-12-18 00:59:49,294 보다 미세 reef.wake.remote.impl.OrderedPushEventHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Push-pool-1-thread-2 | org.apache.reef.wake.remote.impl.TransportEvent@5e44e72b RemoteEvent localAddr=/192.168.0.11:18472 remoteAddr=/192.168.0.11:52570 sourceName= sinkName=default seq=5 event=[B@7da4e866
2014-12-18 00:59:49,295 보다 미세 reef.wake.remote.impl.OrderedPushEventHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Push-pool-1-thread-2 | Value length is 125
2014-12-18 00:59:49,296 보다 미세 reef.wake.remote.impl.OrderedPullEventHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | org.apache.reef.wake.remote.impl.OrderedEventStream@c985e80
2014-12-18 00:59:49,297 보다 미세 reef.wake.remote.impl.HandlerContainer.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | RemoteManager: REEF_LAUNCHER value: RemoteEvent localAddr=/192.168.0.11:18472 remoteAddr=/192.168.0.11:52570 sourceName= sinkName=default seq=5 event=[B@7da4e866
2014-12-18 00:59:49,297 보다 미세 reef.wake.remote.impl.HandlerContainer.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Message handler: class org.apache.reef.proto.EvaluatorRuntimeProtocol$EvaluatorHeartbeatProto
2014-12-18 00:59:49,297 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartbeatHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | TIME: Begin Heartbeat Node-2-1418831981585
2014-12-18 00:59:49,298 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartbeatHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Heartbeat from Evaluator Node-2-1418831981585 with state RUNNING timestamp 1,418,831,989,054 from remoteId socket://192.168.0.11:52570
2014-12-18 00:59:49,298 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onEvaluatorHeartbeatMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Evaluator heartbeat: timestamp: 1418831989054
evaluator_status {
  evaluator_id: "Node-2-1418831981585"
  state: RUNNING
}
context_status {
  context_state: READY
  context_id: "DataLoadContext-0"
}
context_status {
  context_state: DONE
  context_id: "GroupCommunicationContext-1"
  parent_id: "DataLoadContext-0"
}

2014-12-18 00:59:49,299 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartBeatSanityChecker.check org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | TIMESTAMP CHECKER: id [ Node-2-1418831981585 ], old timestamp [ 1418831988810 ], new timestamp [ 1418831989054 ]
2014-12-18 00:59:49,299 보다 미세 reef.runtime.common.driver.context.ContextRepresenters.onContextStatusMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Processing context status message for context DataLoadContext-0
2014-12-18 00:59:49,299 보다 미세 reef.runtime.common.driver.context.ContextRepresenters.onContextStatusMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Done processing context status message for context DataLoadContext-0
2014-12-18 00:59:49,300 보다 미세 reef.runtime.common.driver.context.ContextRepresenters.onContextStatusMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Processing context status message for context GroupCommunicationContext-1
2014-12-18 00:59:49,300 미세 reef.runtime.common.driver.context.ContextRepresenters.onContextDone org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Context GroupCommunicationContext-1 is DONE.
2014-12-18 00:59:49,301 보다 미세 reef.runtime.common.driver.context.ContextRepresenters.onContextStatusMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Done processing context status message for context GroupCommunicationContext-1
2014-12-18 00:59:49,301 정보 reef.runtime.common.driver.defaults.DefaultContextClosureHandler.onNext Node-2-1418831981585-pool-18-thread-1 | Received ClosedContext: ClosedContext{contextID='GroupCommunicationContext-1'}
2014-12-18 00:59:49,302 정보 reef.runtime.common.driver.defaults.DefaultContextClosureHandler.onNext Node-2-1418831981585-pool-18-thread-1 | Closing parent context: DataLoadContext-0
2014-12-18 00:59:49,302 가장 미세 reef.runtime.common.driver.context.EvaluatorContext.close Node-2-1418831981585-pool-18-thread-1 | Submit close context: RunningEvaluator id[Node-2-1418831981585] for context id[DataLoadContext-0]
2014-12-18 00:59:49,302 미세 reef.wake.remote.impl.ProxyEventHandler.onNext Node-2-1418831981585-pool-18-thread-1 | remoteid: /192.168.0.11:52570
timestamp: 1418831989302
identifier: "Node-2-1418831981585"
context_control {
  remove_context {
    context_id: "DataLoadContext-0"
  }
}

2014-12-18 00:59:49,303 가장 미세 reef.wake.remote.impl.RemoteSenderEventHandler.onNext Node-2-1418831981585-pool-18-thread-1 | Send an event from /192.168.0.11:18472 to /192.168.0.11:52570 value RemoteEvent localAddr=/192.168.0.11:18472 remoteAddr=/192.168.0.11:52570 sourceName= sinkName=default seq=3 event=timestamp: 1418831989302
identifier: "Node-2-1418831981585"
context_control {
  remove_context {
    context_id: "DataLoadContext-0"
  }
}

2014-12-18 00:59:49,303 가장 미세 reef.wake.remote.transport.netty.NettyLink.write Node-2-1418831981585-pool-18-thread-1 | write [id: 0x1cb5384b, /192.168.0.11:52570 => /192.168.0.11:18472] [B@5ab0caa2
2014-12-18 00:59:49,311 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onEvaluatorHeartbeatMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | DONE with evaluator heartbeat from Evaluator Node-2-1418831981585
2014-12-18 00:59:49,312 가장 미세 reef.wake.remote.transport.netty.AbstractNettyEventListener.channelRead org.apache.reef.wake.remote.transport.netty.NettyMessagingTransportServerWorker-pool-4-thread-1 | MessageEvent: local: /192.168.0.11:18472 remote: /192.168.0.11:52568 :: [B@cc78032
2014-12-18 00:59:49,312 가장 미세 reef.wake.remote.impl.OrderedRemoteReceiverStage.onNext org.apache.reef.wake.remote.transport.netty.NettyMessagingTransportServerWorker-pool-4-thread-1 | org.apache.reef.wake.remote.impl.TransportEvent@7db1592b
2014-12-18 00:59:49,313 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartbeatHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | TIME: End Heartbeat Node-2-1418831981585
2014-12-18 00:59:49,313 보다 미세 reef.wake.remote.impl.OrderedEventStream.consume org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Event is null
2014-12-18 00:59:49,320 보다 미세 reef.wake.remote.impl.OrderedPushEventHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Push-pool-1-thread-2 | org.apache.reef.wake.remote.impl.TransportEvent@7db1592b RemoteEvent localAddr=/192.168.0.11:18472 remoteAddr=/192.168.0.11:52568 sourceName= sinkName=default seq=6 event=[B@6555685
2014-12-18 00:59:49,320 보다 미세 reef.wake.remote.impl.OrderedPushEventHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Push-pool-1-thread-2 | Value length is 50
2014-12-18 00:59:49,321 보다 미세 reef.wake.remote.impl.OrderedPullEventHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | org.apache.reef.wake.remote.impl.OrderedEventStream@79acdb96
2014-12-18 00:59:49,321 보다 미세 reef.wake.remote.impl.HandlerContainer.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | RemoteManager: REEF_LAUNCHER value: RemoteEvent localAddr=/192.168.0.11:18472 remoteAddr=/192.168.0.11:52568 sourceName= sinkName=default seq=6 event=[B@6555685
2014-12-18 00:59:49,321 보다 미세 reef.wake.remote.impl.HandlerContainer.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Message handler: class org.apache.reef.proto.EvaluatorRuntimeProtocol$EvaluatorHeartbeatProto
2014-12-18 00:59:49,321 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartbeatHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | TIME: Begin Heartbeat Node-1-1418831981403
2014-12-18 00:59:49,322 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartbeatHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Heartbeat from Evaluator Node-1-1418831981403 with state DONE timestamp 1,418,831,989,295 from remoteId socket://192.168.0.11:52568
2014-12-18 00:59:49,322 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onEvaluatorHeartbeatMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Evaluator heartbeat: timestamp: 1418831989295
evaluator_status {
  evaluator_id: "Node-1-1418831981403"
  state: DONE
}

2014-12-18 00:59:49,322 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartBeatSanityChecker.check org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | TIMESTAMP CHECKER: id [ Node-1-1418831981403 ], old timestamp [ 1418831989004 ], new timestamp [ 1418831989295 ]
2014-12-18 00:59:49,322 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onEvaluatorDone org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Evaluator Node-1-1418831981403 done.
2014-12-18 00:59:49,326 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onEvaluatorHeartbeatMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | DONE with evaluator heartbeat from Evaluator Node-1-1418831981403
2014-12-18 00:59:49,326 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartbeatHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | TIME: End Heartbeat Node-1-1418831981403
2014-12-18 00:59:49,326 보다 미세 reef.wake.remote.impl.OrderedEventStream.consume org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Event is null
2014-12-18 00:59:49,327 정보 reef.runtime.common.driver.defaults.DefaultEvaluatorCompletionHandler.onNext Node-1-1418831981403-pool-17-thread-1 | Received CompletedEvaluator: CompletedEvaluator{id='Node-1-1418831981403'}
2014-12-18 00:59:49,333 보다 미세 reef.wake.remote.transport.netty.AbstractNettyEventListener.closeChannel org.apache.reef.wake.remote.transport.netty.NettyMessagingTransportServerWorker-pool-4-thread-1 | Channel closed: [id: 0x6eb7770c, /192.168.0.11:52568 :> /192.168.0.11:18472]. Link ref found and removed: true
2014-12-18 00:59:49,336 가장 미세 reef.wake.remote.transport.netty.AbstractNettyEventListener.channelRead org.apache.reef.wake.remote.transport.netty.NettyMessagingTransportServerWorker-pool-4-thread-3 | MessageEvent: local: /192.168.0.11:18472 remote: /192.168.0.11:52571 :: [B@3248dfe
2014-12-18 00:59:49,337 가장 미세 reef.wake.remote.impl.OrderedRemoteReceiverStage.onNext org.apache.reef.wake.remote.transport.netty.NettyMessagingTransportServerWorker-pool-4-thread-3 | org.apache.reef.wake.remote.impl.TransportEvent@54e6204e
2014-12-18 00:59:49,337 보다 미세 reef.wake.remote.impl.OrderedPushEventHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Push-pool-1-thread-2 | org.apache.reef.wake.remote.impl.TransportEvent@54e6204e RemoteEvent localAddr=/192.168.0.11:18472 remoteAddr=/192.168.0.11:52571 sourceName= sinkName=default seq=6 event=[B@50530c6d
2014-12-18 00:59:49,337 보다 미세 reef.wake.remote.impl.OrderedPushEventHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Push-pool-1-thread-2 | Value length is 50
2014-12-18 00:59:49,338 보다 미세 reef.wake.remote.impl.OrderedPullEventHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | org.apache.reef.wake.remote.impl.OrderedEventStream@38f7b4fc
2014-12-18 00:59:49,338 보다 미세 reef.wake.remote.impl.HandlerContainer.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | RemoteManager: REEF_LAUNCHER value: RemoteEvent localAddr=/192.168.0.11:18472 remoteAddr=/192.168.0.11:52571 sourceName= sinkName=default seq=6 event=[B@50530c6d
2014-12-18 00:59:49,338 보다 미세 reef.wake.remote.impl.HandlerContainer.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Message handler: class org.apache.reef.proto.EvaluatorRuntimeProtocol$EvaluatorHeartbeatProto
2014-12-18 00:59:49,339 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartbeatHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | TIME: Begin Heartbeat Node-3-1418831981624
2014-12-18 00:59:49,339 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartbeatHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Heartbeat from Evaluator Node-3-1418831981624 with state DONE timestamp 1,418,831,989,330 from remoteId socket://192.168.0.11:52571
2014-12-18 00:59:49,339 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onEvaluatorHeartbeatMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Evaluator heartbeat: timestamp: 1418831989330
evaluator_status {
  evaluator_id: "Node-3-1418831981624"
  state: DONE
}

2014-12-18 00:59:49,340 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartBeatSanityChecker.check org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | TIMESTAMP CHECKER: id [ Node-3-1418831981624 ], old timestamp [ 1418831988989 ], new timestamp [ 1418831989330 ]
2014-12-18 00:59:49,340 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onEvaluatorDone org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Evaluator Node-3-1418831981624 done.
2014-12-18 00:59:49,340 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onEvaluatorHeartbeatMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | DONE with evaluator heartbeat from Evaluator Node-3-1418831981624
2014-12-18 00:59:49,341 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartbeatHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | TIME: End Heartbeat Node-3-1418831981624
2014-12-18 00:59:49,341 보다 미세 reef.wake.remote.impl.OrderedEventStream.consume org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Event is null
2014-12-18 00:59:49,341 정보 reef.runtime.common.driver.defaults.DefaultEvaluatorCompletionHandler.onNext Node-3-1418831981624-pool-19-thread-1 | Received CompletedEvaluator: CompletedEvaluator{id='Node-3-1418831981624'}
2014-12-18 00:59:49,374 보다 미세 reef.wake.remote.transport.netty.AbstractNettyEventListener.closeChannel org.apache.reef.wake.remote.transport.netty.NettyMessagingTransportServerWorker-pool-4-thread-3 | Channel closed: [id: 0x0cec00a1, /192.168.0.11:52571 :> /192.168.0.11:18472]. Link ref found and removed: true
2014-12-18 00:59:49,429 가장 미세 reef.runtime.local.driver.ResourceManager.onResourceReleaseRequest main | Release container: Node-1-1418831981403
2014-12-18 00:59:49,430 정보 reef.runtime.local.driver.ContainerManager.release main | Releasing Container with containerId [ProcessContainer{containedID='Node-1-1418831981403', nodeID='Node-1', errorHandlerRID='socket://192.168.0.11:18472', folder=/home/puppybit/Workspace/reef-pregel/bin/REEF_LOCAL_RUNTIME/Pregel-1418831978536/Node-1-1418831981403}]
2014-12-18 00:59:49,430 경고 reef.runtime.local.driver.ProcessContainer.close main | Force-closing a container that is still running: ProcessContainer{containedID='Node-1-1418831981403', nodeID='Node-1', errorHandlerRID='socket://192.168.0.11:18472', folder=/home/puppybit/Workspace/reef-pregel/bin/REEF_LOCAL_RUNTIME/Pregel-1418831978536/Node-1-1418831981403}
2014-12-18 00:59:49,449 가장 미세 reef.wake.remote.transport.netty.AbstractNettyEventListener.channelRead org.apache.reef.wake.remote.transport.netty.NettyMessagingTransportServerWorker-pool-4-thread-2 | MessageEvent: local: /192.168.0.11:18472 remote: /192.168.0.11:52570 :: [B@ddc1182
2014-12-18 00:59:49,449 가장 미세 reef.wake.remote.impl.OrderedRemoteReceiverStage.onNext org.apache.reef.wake.remote.transport.netty.NettyMessagingTransportServerWorker-pool-4-thread-2 | org.apache.reef.wake.remote.impl.TransportEvent@6b0174e9
2014-12-18 00:59:49,449 보다 미세 reef.wake.remote.impl.OrderedPushEventHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Push-pool-1-thread-2 | org.apache.reef.wake.remote.impl.TransportEvent@6b0174e9 RemoteEvent localAddr=/192.168.0.11:18472 remoteAddr=/192.168.0.11:52570 sourceName= sinkName=default seq=6 event=[B@2ca2a3e1
2014-12-18 00:59:49,450 보다 미세 reef.wake.remote.impl.OrderedPushEventHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Push-pool-1-thread-2 | Value length is 50
2014-12-18 00:59:49,450 보다 미세 reef.wake.remote.impl.OrderedPullEventHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | org.apache.reef.wake.remote.impl.OrderedEventStream@c985e80
2014-12-18 00:59:49,450 보다 미세 reef.wake.remote.impl.HandlerContainer.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | RemoteManager: REEF_LAUNCHER value: RemoteEvent localAddr=/192.168.0.11:18472 remoteAddr=/192.168.0.11:52570 sourceName= sinkName=default seq=6 event=[B@2ca2a3e1
2014-12-18 00:59:49,451 보다 미세 reef.wake.remote.impl.HandlerContainer.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Message handler: class org.apache.reef.proto.EvaluatorRuntimeProtocol$EvaluatorHeartbeatProto
2014-12-18 00:59:49,451 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartbeatHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | TIME: Begin Heartbeat Node-2-1418831981585
2014-12-18 00:59:49,451 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartbeatHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Heartbeat from Evaluator Node-2-1418831981585 with state DONE timestamp 1,418,831,989,445 from remoteId socket://192.168.0.11:52570
2014-12-18 00:59:49,452 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onEvaluatorHeartbeatMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Evaluator heartbeat: timestamp: 1418831989445
evaluator_status {
  evaluator_id: "Node-2-1418831981585"
  state: DONE
}

2014-12-18 00:59:49,452 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartBeatSanityChecker.check org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | TIMESTAMP CHECKER: id [ Node-2-1418831981585 ], old timestamp [ 1418831989054 ], new timestamp [ 1418831989445 ]
2014-12-18 00:59:49,452 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onEvaluatorDone org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Evaluator Node-2-1418831981585 done.
2014-12-18 00:59:49,453 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onEvaluatorHeartbeatMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | DONE with evaluator heartbeat from Evaluator Node-2-1418831981585
2014-12-18 00:59:49,453 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartbeatHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | TIME: End Heartbeat Node-2-1418831981585
2014-12-18 00:59:49,453 보다 미세 reef.wake.remote.impl.OrderedEventStream.consume org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Event is null
2014-12-18 00:59:49,453 정보 reef.runtime.common.driver.defaults.DefaultEvaluatorCompletionHandler.onNext Node-2-1418831981585-pool-18-thread-1 | Received CompletedEvaluator: CompletedEvaluator{id='Node-2-1418831981585'}
